BHK,type,ownership,bathroom,balcony,city,location,Rate_per_sqft,bedroom,total_area,Price,status,transaction,facing
3,Flat,,3,NA,Delhi,Ramesh Nagar,8413,3,974.6820397,8200000,Ready to Move,Resale,
4,Flat,,3,NA,Gurgaon,Ansal API Esencia,13000,4,2038.461538,26500000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Emaar Mgf Emerald Floors,10464,4,2236.238532,23400000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,Hero Homes Phase 2,5796,2,1794.340925,10400000,Poss. by Jun '24,Resale,
3,Flat,,2,NA,Ghaziabad,Jaipuria Sunrise Greens,NA,3,NA,10300000,Ready to Move,Resale,
2,Flat,Freehold,2,2,Ghaziabad,Gaur Green Vista,5780,2,1089.965398,6300000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,3,Noida,Sector 56 Noida,11469,3,1743.831197,20000000,Ready to Move,Resale,East
8,Flat,Freehold,9,2,Noida,Sector 56 Noida,15000,8,4000,60000000,Ready to Move,Resale,North - East
2,Flat,Freehold,1,1,Noida,Sector 58,2600,2,2200,5720000,Ready to Move,Resale,North - East
4,Flat,Leasehold,4,1,Gurgaon,Vodafone Belvedere Towers Rapid Metro,12500,4,2800,35000000,Ready to Move,Resale,North - East
2,Flat,Freehold,1,1,Delhi,West Rohtash Nagar,5333,2,450.0281268,2400000,Ready to Move,Resale,South - East
3,Flat,Freehold,4,1,Noida,ATS Picturesque Reprieves,7660,3,2349.869452,18000000,Ready to Move,Resale,East
2,Flat,Leasehold,2,2,Ghaziabad,Devika Skypers,3444,2,754.9361208,2600000,Ready to Move,Resale,East
2,Flat,,1,1,Delhi,Sadbhawana Apartment,12626,2,205.9242832,2600000,Ready to Move,Resale,
2,Flat,,2,3,Delhi,AG1 Pocket Vikaspuri,13228,2,944.9652253,12500000,Ready to Move,New Property,
3,Flat,,3,3,Ghaziabad,Ahinsa Khand-2,11875,3,968.4210526,11500000,Ready to Move,Resale,
,Flat,,3,1,Delhi,Jaitpur New Delhi,3731,1,6030.554811,22500000,Ready to Move,Resale,
3,Flat,,3,6,Delhi,DDA Nilgiri Apartment,2639,3,7199.696855,19000000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Sector 58,5000,3,1000,5000000,Ready to Move,Resale,
1,Flat,,4,NA,Noida,Sector 58 Noida,3917,10,4850.651008,19000000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Sector 65,15157,2,329.8805832,5000000,Ready to Move,Resale,
3,Flat,,2,NA,Noida,Sector 65 Noida,13333,3,176.2544064,2350000,Ready to Move,Resale,
9,Flat,,3,NA,Noida,Sector 45,3546,9,8742.244783,31000000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Heritage Floors Villa,16071,3,311.1194076,5000000,Ready to Move,Resale,
4,Flat,,4,NA,Delhi,Naraina Vihar,4082,4,8819.206271,36000000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Assotech Breeze,12500,3,480,6000000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Chhattarpur,6036,2,662.6905235,4000000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Chitrakut Apartment,NA,3,NA,12500000,Ready to Move,Resale,
3,Flat,,4,NA,Noida,Amrapali Princely Estate,NA,3,NA,15000000,,Resale,
4,Flat,Freehold,3,1,Gurgaon,Sector 3 Gurgaon,11200,4,473.2142857,5300000,Ready to Move,Resale,North - West
3,Flat,Freehold,2,2,Delhi,Rajdhani Nikunj Apartment Patparganj,18613,3,752.1624671,14000000,Ready to Move,Resale,East
1,Flat,Freehold,1,3,Ghaziabad,Aditya Urban Homes,2376,1,841.7508418,2000000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,2,Noida,Vihaan Galaxy,6325,2,379.4466403,2400000,Ready to Move,New Property,East
2,Flat,Freehold,1,1,Ghaziabad,Siddhartha Vihar,3692,2,866.7388949,3200000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,2,Faridabad,Sector 55 Faridabad,4286,3,653.2897807,2800000,Ready to Move,Resale,East
7,Flat,Leasehold,7,1,Noida,Sector 55 Noida,12500,7,4000,50000000,Ready to Move,Resale,
7,Flat,Freehold,6,3,Noida,Sector 55 RWA,2603,7,11525.16327,30000000,Ready to Move,Resale,
3,Flat,,4,1,Noida,Sector 55 Noida,7273,3,5156.056648,37500000,Ready to Move,Resale,
3,Flat,,2,NA,Noida,Sector 56,605870,3,2.706851305,1640000,Ready to Move,Resale,
1,Flat,,1,NA,Noida,Sector 56,13477,1,296.8019589,4000000,Poss. by Sep '23,Resale,
3,Flat,,2,NA,Delhi,Rohini New Delhi,3214,3,186683.2607,600000000,Ready to Move,Resale,
2,Flat,,2,NA,Faridabad,Piyush Heights,9429,2,477.251034,4500000,Ready to Move,Resale,
3,Flat,,3,NA,Faridabad,Sector 28,3077,3,4712.38219,14500000,Ready to Move,Resale,
4,Flat,,3,NA,Delhi,City Apartment,9195,4,1794.453507,16500000,Ready to Move,Resale,
3,Flat,,2,NA,Noida,Sector 1 Greater Noida,18889,3,317.6451903,6000000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Basai Darapur,24390,3,492.00492,12000000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Yojana Vihar RWA,8889,3,4556.193048,40500000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,RWA Malviya Nagar,12714,2,943.8414346,12000000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Express View Apartments,4545,2,1870.187019,8500000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,CGHS Kirti Apartments,4883,3,3645.30002,17800000,Ready to Move,Resale,
,Flat,,1,NA,Delhi,New Delhi,NA,1,NA,2500000,,Resale,
4,Flat,,4,NA,Gurgaon,Sector 95,NA,4,NA,12500000,,Resale,
3,Flat,Leasehold,2,3,Delhi,Burari,3737,3,990.0990099,3700000,Ready to Move,Resale,South - East
3,Flat,Freehold,3,3,Noida,Stellar Jeevan,6042,3,1439.920556,8700000,Ready to Move,Resale,South - East
7,Flat,Freehold,4,2,Gurgaon,Shakti Nagar Gurgaon,10556,7,899.9621069,9500000,Ready to Move,Resale,West
3,Flat,Freehold,3,1,Gurgaon,Sohna Gurgaon Road,4878,3,1640.0164,8000000,Ready to Move,Resale,East
2,Flat,Freehold,1,4,Delhi,Dakshini Pitampura,9375,2,800,7500000,Ready to Move,Resale,North - East
4,Flat,Freehold,4,4,Delhi,Dwarka Sector 15,7500,4,1400,10500000,Ready to Move,New Property,North - East
1,Flat,Freehold,1,1,Delhi,Rohini Sector 24,5750,1,400,2300000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,4,Delhi,Vasant Apartments,12000,1,600,7200000,Ready to Move,Resale,East
3,Flat,Freehold,2,3,Ghaziabad,Charms Castle,3684,3,1330.076004,4900000,Poss. by Mar '24,New Property,North - East
2,Flat,Freehold,2,1,Delhi,Unity the Amaryllis,23181,2,1251.024546,29000000,Ready to Move,New Property,North - East
3,Flat,Freehold,3,NA,Gurgaon,SBTL Caladium,7181,3,1879.961008,13500000,Ready to Move,Resale,East
2,Flat,Freehold,2,NA,Ghaziabad,Balaji Enclave,2500,2,720,1800000,Ready to Move,Resale,
2,Flat,Leasehold,2,NA,Delhi,DDA LIG Flats,7083,2,1200.056473,8500000,Ready to Move,Resale,
7,Flat,,7,NA,Noida,Sector 40 Block E,20438,7,2691.065662,55000000,Ready to Move,New Property,
4,Flat,,4,NA,Gurgaon,DLF Westend Height,16842,4,2850.017813,48000000,Ready to Move,Resale,
2,Flat,,2,NA,Noida,Jaypee Greens Garden Isles,5500,2,1205.454545,6630000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Pankha Road,8072,3,1053.022795,8500000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Mansarover Garden,17778,3,1799.9775,32000000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,M3M Marina,9646,2,1244.03898,12000000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Dwarka Sector 14,15594,3,904.1939207,14100000,Ready to Move,Resale,
4,Flat,,4,NA,Noida,Sector 137,7368,4,1900.108578,14000000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Nirala Estate Phase 2,7500,3,1250.666667,9380000,Poss. by Nov '23,New Property,
2,Flat,,2,NA,Delhi,Vikash Nagar New Delhi,6292,2,445.0095359,2800000,,Resale,
3,Flat,Freehold,2,3,Noida,Sector 28,6522,3,2299.908004,15000000,Ready to Move,Resale,East
2,Flat,Power Of Attorney,4,1,Noida,Sector 28,10714,2,1400.037334,15000000,Ready to Move,Resale,East
2,Flat,Freehold,2,3,Gurgaon,Palam Vihar Extension Gurgaon,6667,2,524.9737513,3500000,Ready to Move,Resale,North - East
4,Flat,Freehold,2,2,Delhi,Uttam Nagar West New Delhi,6420,4,1079.439252,6930000,Ready to Move,Resale,East
5,Flat,Leasehold,6,4,Delhi,the professional New Delhi,50610,5,819.9960482,41500000,Ready to Move,Resale,East
10,Flat,Co-operative Society,2,1,Delhi,Sonia Vihar New Delhi,2667,10,449.943757,1200000,Ready to Move,Resale,East
2,Flat,Power Of Attorney,2,4,Ghaziabad,Gyan Khand 2,3900,2,1000,3900000,Ready to Move,Resale,East
3,Flat,Freehold,3,5,Gurgaon,Sushant Lok 1 Block E,3562,3,3902.302077,13900000,Ready to Move,Resale,
1,Flat,Leasehold,2,1,Ghaziabad,Nai Basti Dundahera,5319,1,244.4068434,1300000,Ready to Move,Resale,
2,Flat,Freehold,2,3,Faridabad,Sector 30,13513,2,518.0196847,7000000,Ready to Move,Resale,
4,Flat,,4,4,Noida,Pearls Gateway Towers,7049,4,6383.884239,45000000,Ready to Move,Resale,
5,Flat,,5,1,Gurgaon,Manesar,5000,5,7500,37500000,Ready to Move,New Property,
3,Flat,,3,NA,Delhi,Mahavir Enclave New Delhi,3125,3,9600,30000000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,3C Lotus Boulevard Espacia,7472,3,975.6423983,7290000,Ready to Move,Resale,
5,Flat,,4,NA,Delhi,Vikaspuri,5938,5,4530.14483,26900000,Ready to Move,New Property,
2,Flat,,2,NA,Noida,Arihant Arden,10185,2,677.466863,6900000,Ready to Move,Resale,
1,Flat,,1,NA,Noida,Sector 22 Noida,4364,1,1260.311641,5500000,Ready to Move,Resale,
,Flat,,1,NA,Noida,Eta 2,5215,1,460.21093,2400000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,3C Lotus Boulevard Espacia,4232,3,2362.94896,10000000,,Resale,
3,Flat,,2,NA,Ghaziabad,RISHABH PARADISE,3798,3,1342.812006,5100000,,New Property,
3,Flat,,2,NA,Ghaziabad,RISHABH PARADISE,NA,3,NA,4550000,,Resale,
2,Flat,Leasehold,2,3,Ghaziabad,RISHABH PARADISE,4476,2,1050.044683,4700000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,3,Ghaziabad,RISHABH PARADISE,4444,2,1080.108011,4800000,Ready to Move,Resale,North
2,Flat,Freehold,2,1,Ghaziabad,Civitech Florencia,6566,2,1325.007615,8700000,Ready to Move,Resale,East
3,Flat,Freehold,3,3,Ghaziabad,Civitech Florencia,7188,3,1599.888703,11500000,Ready to Move,Resale,North - East
1,Flat,,1,NA,Ghaziabad,Bhopura,3444,1,450.058072,1550000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Leo Apartment,6364,2,1099.937146,7000000,Ready to Move,Resale,
3,Flat,,2,NA,Noida,SKA Greenarch,7049,3,1220.03121,8600000,Ready to Move,Resale,
8,Flat,,7,NA,Noida,Sector 22 Noida,4810,8,3638.253638,17500000,Ready to Move,Resale,
5,Flat,,7,NA,Noida,Sector 22 Noida,3500,5,4000,14000000,Ready to Move,Resale,
2,Flat,,2,NA,Ghaziabad,Shalimar Garden Extension 1,3733,2,750.0669703,2800000,Ready to Move,Resale,
5,Flat,,5,NA,Noida,Sector 23 Noida,13378,5,2690.9852,36000000,Ready to Move,Resale,
,Flat,,2,NA,Noida,Sector 23 Noida,13846,1,6500.072223,90000000,Ready to Move,Resale,
3,Flat,,3,NA,Ghaziabad,ADITYA GARDEN CITY,5091,3,1649.970536,8400000,Ready to Move,Resale,
1,Flat,,1,NA,Noida,Jaypee Kalypso Arcade,10204,1,980.0078401,10000000,Ready to Move,Resale,
1,Flat,,3,NA,Ghaziabad,Dlf Dilshad Extension,3333,1,450.0450045,1500000,Ready to Move,Resale,
4,Flat,,4,NA,Delhi,Best Residency,12174,4,2299.983572,28000000,Ready to Move,Resale,
4,Flat,,NA,NA,Noida,ATS One Hamlet,13492,4,3150.014824,42500000,Ready to Move,Resale,
2,Flat,Leasehold,2,1,Ghaziabad,Media Enclave,6000,2,750,4500000,Ready to Move,New Property,East
3,Flat,Freehold,2,2,Ghaziabad,Loni,3889,3,809.9768578,3150000,Ready to Move,Resale,East
2,Flat,Freehold,2,3,Gurgaon,Sector 11,5000,2,600,3000000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,4,Faridabad,Sector 24,3810,3,1049.868766,4000000,Ready to Move,Resale,North
4,Flat,Freehold,4,1,Gurgaon,Sector 24,14915,4,4358.02883,65000000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,4,Gurgaon,Ambience Lagoon,12981,3,2311.070025,30000000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,2,Delhi,Kapashera Apartment,5333,2,675.0421901,3600000,Ready to Move,New Property,East
2,Flat,Freehold,2,2,Ghaziabad,Sahibabad,8889,2,899.9887501,8000000,Ready to Move,Resale,
2,Flat,Freehold,2,1,Noida,Sector 25,4488,2,1270.053476,5700000,Ready to Move,Resale,
3,Flat,,3,1,Delhi,Shahdara New Delhi,3226,3,4897.706138,15800000,Ready to Move,Resale,
3,Flat,,3,NA,Ghaziabad,Bharat City,14444,3,346.1644974,5000000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,CC Colony,6500,2,2000,13000000,Ready to Move,New Property,
3,Flat,,3,NA,Delhi,Dwarka,13500,3,481.4814815,6500000,Ready to Move,Resale,
5,Flat,,1,NA,Noida,Sector 40,4444,5,6075.607561,27000000,Ready to Move,Resale,
,Flat,,3,NA,Ghaziabad,Raj Nagar Extension,19199,1,104.1720923,2000000,Ready to Move,Resale,
3,Flat,,6,NA,Noida,Sector 40,18868,3,1642.993428,31000000,Ready to Move,Resale,
6,Flat,,10,NA,Noida,Sector 40,8125,6,12307.69231,100000000,Ready to Move,Resale,
1,Flat,,3,NA,Noida,Sector 40,11190,10,5808.757819,65000000,Poss. by Jun '27,Resale,
3,Flat,,2,NA,Delhi,Delhi State NEF CGHS Limited,6481,3,3625.983644,23500000,Ready to Move,Resale,
5,Flat,,3,NA,Ghaziabad,Chipiyana Buzurg Ghaziabad,3817,5,916.9504847,3500000,,New Property,
3,Flat,,2,NA,Noida,Sector 134,16667,3,299.9940001,5000000,,Resale,
3,Flat,,2,NA,Delhi,DDA Flats Munirka,4867,3,4109.307582,20000000,,Resale,
2,Flat,,1,NA,Delhi,Sainik Nagar,8065,2,452.5728456,3650000,,Resale,
2,Flat,,3,NA,Delhi,Geeta Colony,5078,2,886.1756597,4500000,,Resale,
4,Flat,,NA,NA,Delhi,Firozeshah Road,NA,4,NA,75000000,,Resale,
2,Flat,Freehold,2,3,Delhi,Palam Colony,4257,2,692.9762744,2950000,Ready to Move,Resale,North - East
3,Flat,Freehold,2,1,Gurgaon,Ashok Vihar Phase 3 Extension,4000,3,1100,4400000,Ready to Move,Resale,North
2,Flat,Freehold,2,2,Ghaziabad,Chhapraula,3158,2,949.9683344,3000000,Ready to Move,Resale,North - East
4,Flat,Freehold,3,2,Ghaziabad,RM Block,7500,4,1200,9000000,Ready to Move,Resale,South - East
5,Flat,Freehold,3,2,Noida,Sector 47,5500,5,3545.454545,19500000,Ready to Move,Resale,North
3,Flat,Freehold,2,3,Noida,Sector 48,8445,3,651.2729426,5500000,Ready to Move,Resale,East
6,Flat,Freehold,6,5,Noida,Sector 48 Noida,39583,6,757.9011192,30000000,Ready to Move,Resale,East
2,Flat,Freehold,2,2,Delhi,Vikaspuri Block C New Delhi,13216,2,718.8256659,9500000,Ready to Move,Resale,North - East
3,Flat,Leasehold,3,2,Delhi,Chitra Vihar,12444,3,2410.800386,30000000,Ready to Move,Resale,
3,Flat,,3,NA,Ghaziabad,Janakpuri,14286,3,314.9937001,4500000,Ready to Move,Resale,
4,Flat,,5,NA,Delhi,Dwarka Sector 19B,13333,4,3750.093752,50000000,Ready to Move,Resale,
5,Flat,,5,NA,Noida,Sector 48 Noida,6458,5,3716.320842,24000000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Alok Vihar Cooperative Society,7059,3,1770.789064,12500000,Ready to Move,Resale,
3,Flat,,3,NA,Noida,Antriksh Green,3889,3,3085.626125,12000000,Ready to Move,Resale,
4,Flat,,3,NA,Gurgaon,Sector 55,9486,4,1581.277672,15000000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,Sector 55,4274,3,2807.67431,12000000,Poss. by Oct '25,Resale,
3,Flat,,2,NA,Gurgaon,DLF City Phase 3 Gurgaon,31061,3,347.7029072,10800000,Ready to Move,Resale,
4,Flat,,5,NA,Delhi,DLF Capital Greens 1 and 2,2900,4,35344.82759,102500000,Ready to Move,Resale,
3,Flat,,2,NA,Faridabad,Anmol,8500,3,341.1764706,2900000,Poss. by Dec '25,Resale,
2,Flat,,2,NA,Delhi,Sunlight Colony Phase 2,25341,2,335.4248057,8500000,,Resale,
2,Flat,,2,NA,Delhi,Rohini,19048,2,325.4934901,6200000,,Resale,
4,Flat,,5,NA,Noida,M3M The Cullinan,NA,4,NA,80000000,,New Property,
4,Flat,Freehold,4,3,Gurgaon,Privy The Address,5105,4,1998.041136,10200000,Ready to Move,Resale,East
3,Flat,Freehold,3,2,Gurgaon,Vatika Xpressions,8387,3,1550.017885,13000000,Ready to Move,Resale,East
6,Flat,Freehold,5,2,Delhi,Paschim Vihar New Delhi,46667,6,2249.983929,105000000,Ready to Move,Resale,North - West
3,Flat,Freehold,3,4,Faridabad,Sector 7,5051,3,2969.708969,15000000,Ready to Move,Resale,South -West
3,Flat,Freehold,2,3,Delhi,Srinagar Garden,7937,3,944.9414136,7500000,Ready to Move,Resale,East
2,Flat,Freehold,2,2,Delhi,DDA Flats Sector E Pocket 2,14737,2,949.9898215,14000000,Ready to Move,Resale,West
3,Flat,Leasehold,4,2,Gurgaon,M3M Merlin,13995,3,2357.984995,33000000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,5,Delhi,Doctors Apartment,9643,3,1399.97926,13500000,Ready to Move,Resale,East
3,Flat,Leasehold,3,2,Delhi,Patel Nagar East,22222,3,1620.0162,36000000,Ready to Move,Resale,North - East
3,Flat,Co-operative Society,3,2,Gurgaon,Sector 67,6098,3,1393.899639,8500000,Ready to Move,Resale,South - East
6,Flat,Freehold,6,2,Noida,RWA Sector 26,27667,6,1499.981928,41500000,Ready to Move,Resale,East
2,Flat,Freehold,2,1,Delhi,Sriniwaspuri Extension,10417,2,719.9769607,7500000,Poss. by Apr '24,Resale,East
3,Flat,Freehold,4,4,Gurgaon,DLF City Independent Floors,14006,3,1799.228902,25200000,Ready to Move,New Property,
3,Flat,,2,1,Delhi,Swati Apartments,11600,3,1250,14500000,Ready to Move,Resale,
4,Flat,,2,NA,Delhi,Sukhdev Vihar,586510,4,341.0001535,200000000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Unitech Greenwood City Apartment,16250,4,2000,32500000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,Paschim Vihar Block A2,16389,3,1799.987797,29500000,Ready to Move,New Property,
3,Flat,,3,NA,Gurgaon,DLF Ridgewood Estate,12718,3,1376.002516,17500000,Ready to Move,Resale,
3,Flat,,2,NA,Ghaziabad,Supertech Livingstone,4070,3,1425.061425,5800000,Ready to Move,Resale,
4,Flat,,5,NA,Ghaziabad,Orange County,5750,4,4000,23000000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Sector 57 Block G,10682,4,2199.962554,23500000,Ready to Move,New Property,
2,Flat,,2,NA,Delhi,Ganesh Nagar,8000,2,450,3600000,,Resale,
3,Flat,Freehold,3,2,Gurgaon,Sector 86,7357,3,1712.654615,12600000,Ready to Move,Resale,North
3,Flat,Freehold,3,1,Gurgaon,Sector 10 RWA,7500,3,2200,16500000,Ready to Move,Resale,South - East
2,Flat,Freehold,1,3,Delhi,Radhey Shyam Park,6272,2,558.0357143,3500000,Ready to Move,Resale,East
3,Flat,Freehold,3,2,Ghaziabad,Kaushambi,9155,3,1856.908793,17000000,Ready to Move,Resale,North - West
2,Flat,Freehold,2,2,Ghaziabad,Gaur Ganga 2,6294,2,985.0651414,6200000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,1,Delhi,Uttam Nagar West New Delhi,12500,2,1200,15000000,Ready to Move,Resale,East
2,Flat,Leasehold,2,1,Ghaziabad,Mahaluxmi Homz,6198,2,1210.067764,7500000,Ready to Move,Resale,East
2,Flat,Freehold,1,5,Delhi,Kewal Park,6667,2,674.9662517,4500000,Ready to Move,Resale,North
5,Flat,Freehold,5,1,Gurgaon,Raisina Residenc,11154,5,6499.910346,72500000,Ready to Move,Resale,North - East
2,Flat,Leasehold,2,2,Delhi,Saket,4444,2,630.0630063,2800000,Ready to Move,Resale,East
3,Flat,Freehold,2,4,Delhi,DDA LIG Flat,4167,3,1199.904008,5000000,Ready to Move,Resale,
2,Flat,Freehold,2,1,Gurgaon,Sector 15 Part 2,5200,2,1000,5200000,Ready to Move,New Property,
3,Flat,,3,5,Gurgaon,Corona Optus,6856,3,1764.87748,12100000,Ready to Move,Resale,
2,Flat,,2,4,Delhi,Dwarka Sector 14,10370,2,1350.048216,14000000,Ready to Move,Resale,
1,Flat,,1,1,Delhi,Palam Colony,3556,1,404.9493813,1440000,Poss. by Jun '26,Resale,
3,Flat,,3,NA,Gurgaon,Adani Samsara,17568,3,1849.954463,32500000,Poss. by Dec '25,Resale,
3,Flat,,2,NA,Faridabad,New Industrial Township 1,2938,3,1872.021784,5500000,Poss. by Dec '23,Resale,
2,Flat,,2,NA,Noida,Godrej Golf Links,11487,2,975.0152346,11200000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Kishangarh Village,3867,2,749.9353504,2900000,Ready to Move,Resale,
4,Flat,,4,NA,Gurgaon,Malibu Town,9568,4,3239.966555,31000000,,New Property,
3,Flat,Freehold,3,4,Noida,Sector 27,4277,3,1589.899462,6800000,Ready to Move,New Property,North
4,Flat,Freehold,3,3,Delhi,Gulistan Apartment,9545,4,2200.104767,21000000,Ready to Move,Resale,North
3,Flat,Leasehold,4,4,Gurgaon,Bellevue Central Park 2,11653,3,2359.90732,27500000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,3,Delhi,Ashram,9630,2,674.9740395,6500000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,4,Ghaziabad,Signature Residency,2613,3,1530.807501,4000000,Ready to Move,Resale,North - East
1,Flat,Freehold,1,3,Ghaziabad,Morta,3253,1,636.3356901,2070000,Ready to Move,New Property,North
1,Flat,Freehold,1,2,Ghaziabad,Mehak Jeevan,3253,1,636.3356901,2070000,Ready to Move,New Property,North - West
1,Flat,,1,6,Ghaziabad,Mehak Jeevan,3297,1,636.9426752,2100000,Poss. by Sep '24,New Property,
3,Flat,,3,4,Delhi,Parijat Apartment,9243,3,1850.048685,17100000,Ready to Move,Resale,
3,Flat,,4,NA,Noida,RG Residency,6446,3,1784.052125,11500000,Ready to Move,Resale,
1,Flat,,1,NA,Delhi,Chhattarpur New Delhi,10000,1,450,4500000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Sukh Sagar Apartment,12134,3,1401.021922,17000000,Ready to Move,Resale,
8,Flat,,3,NA,Ghaziabad,Sihani Gate,3765,8,2000,7530000,Ready to Move,Resale,
7,Flat,,2,NA,Ghaziabad,Sihani Gate,6420,7,2024.922118,13000000,Ready to Move,Resale,
4,Flat,,5,NA,Delhi,DDA Flats Vasant Kunj,20455,4,2199.951112,45000000,Ready to Move,Resale,
7,Flat,,4,NA,Ghaziabad,Avantika Colony,5294,7,4250.094447,22500000,Ready to Move,Resale,
3,Flat,,3,NA,Delhi,DDA Flats Pocket 1,16667,3,2999.940001,50000000,Ready to Move,New Property,
5,Flat,,3,NA,Gurgaon,Gurgaon,5271,5,2561.183836,13500000,Poss. by Sep '26,Resale,
2,Flat,,2,NA,Ghaziabad,Vaibhav Khand,5717,2,1136.959944,6500000,Ready to Move,Resale,
4,Flat,,4,NA,Noida,Rise Resort Residences,5442,4,3675.119441,20000000,Ready to Move,Resale,
3,Flat,,3,NA,Gurgaon,M3M Antalya Hills Phase I,9450,3,1597.883598,15100000,,New Property,
2,Flat,,2,NA,Noida,3C Lotus Boulevard Espacia,8511,2,1174.950065,10000000,,Resale,
4,Flat,,3,NA,Delhi,New Rohtak Road,15385,4,1949.951251,30000000,,Resale,
2,Flat,Freehold,2,3,Noida,Noida Extention,3529,2,1020.119014,3600000,Ready to Move,Resale,North
3,Flat,Freehold,3,4,Delhi,Green Park Extension,15278,3,1799.973819,27500000,Ready to Move,Resale,South -West
2,Flat,Freehold,2,3,Faridabad,SRS Residency,3259,2,1304.081006,4250000,Ready to Move,Resale,North - East
3,Flat,Freehold,3,1,Noida,Pari Chowk,4499,3,1555.901311,7000000,Ready to Move,Resale,East
2,Flat,Freehold,2,2,Delhi,Shadipur,6667,2,629.9685016,4200000,Ready to Move,Resale,North
2,Flat,Freehold,1,2,Ghaziabad,Shaheed Nagar,3030,2,495.049505,1500000,Ready to Move,Resale,East
1,Flat,Freehold,1,1,Noida,Gautam Budh Nagar,5926,1,269.996625,1600000,Ready to Move,Resale,East
3,Flat,Leasehold,3,3,Noida,Sector 151,5172,3,1450.116009,7500000,Poss. by Jul '24,Resale,East
2,Flat,Freehold,2,3,Gurgaon,Unitech Sunbreeze,6484,2,1095.003085,7100000,Ready to Move,Resale,North - East
2,Flat,Freehold,2,NA,Delhi,Tri Nagar,7222,2,900.0276932,6500000,Ready to Move,Resale,North - East
2,Flat,,2,NA,Noida,Sector 143,4808,2,1039.933444,5000000,Ready to Move,Resale,
2,Flat,,1,NA,Delhi,Shahpur Jat,11111,2,720.0072001,8000000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Shahpur Jat,11600,3,1250,14500000,Ready to Move,Resale,
3,Flat,,2,NA,Delhi,Poorvi Shalimar Bagh,12121,3,990.0173253,12000000,Ready to Move,Resale,
3,Flat,,3,NA,Faridabad,Sector 22,5769,3,842.4336973,4860000,Ready to Move,Resale,
1,Flat,,1,NA,Delhi,Shastri Nagar Block B,4118,1,849.9271491,3500000,Ready to Move,Resale,
2,Flat,,2,NA,Gurgaon,Apex Our Homes,12472,2,308.6914689,3850000,Ready to Move,New Property,
2,Flat,,2,NA,Delhi,Virender Nagar,7222,2,761.5618942,5500000,Ready to Move,Resale,
2,Flat,,2,NA,Delhi,Poorvi Shalimar Bagh,10101,2,643.5006435,6500000,Ready to Move,Resale,
5,Flat,,4,NA,Faridabad,Sector 28,3005,5,20798.66889,62500000,Ready to Move,Resale,
4,Flat,,4,NA,Delhi,Vishrantika Apartments,8151,4,3680.529996,30000000,,Resale,
3,Flat,,3,NA,Noida,3C Lotus Boulevard,NA,3,NA,14500000,,Resale,
3,Flat,Power Of Attorney,2,1,Delhi,Budh Vihar Phase 1,3158,3,1108.29639,3500000,Ready to Move,Resale,West
2,Flat,Freehold,2,2,Faridabad,Urban One,6422,2,467.1441918,3000000,Ready to Move,Resale,North - West
2,Flat,Freehold,2,2,Noida,ACE City,6462,2,1083.255958,7000000,Ready to Move,Resale,East
